NUM,CODE,Country,Continent,Cluster,Human_population_2010,Cov,Cov_L,Cov_U,mRP,lRP,uRP,Coverage,HDI,pop,PP,PPl,PPu,BI,BI_L,BI_U,LL,LLpc,LLpcU,LLpcL,L.cost.per,NTVcost,HRIGcost,ERIGcost,TCVcost,Num.1,Code,RISK,NTV,TCV_IM,TCV_ID,HRIG,ERIG,SMP,SMB,ND_NTV,ND_IM,ND_ID,NC_NTV,NC_IM,NC_ID,NTRAV,TRAV_U,TRAV_R,WK_LOST,DVAC,DVAC_C,DSTE,DSTE_C,DKIL,DKIL_C,CAT,CAT_C,TEST,TEST_C,CODE_GDP,GDP.US.,US..I.,FIRST_CONSULT,SUB_CONSULT,WHO,TRAVEL
30,MWI,Malawi,Africa,SADC,15689000,0,0,0,0.742146196,0.632520561,0.827799266,0,0.4,15689000,0.852286518,0.746055787,0.914535349,0.001493561,0.0003772,0.004230129,2125.06423,0.000135449,2.85E-05,0.001114256,584.6666667,0.379489713,234.0454485,132.8449541,24.96490768,30,MWI,1,0,1,0,0,0,NA,NA,14,4,5,NA,NA,NA,4,10,80,NA,0.000402914,1.245,4.03E-08,4.03E-08,4.03E-06,20,6.79E-05,700,5.10E-06,16,MWI,321.942,0.389263579,1.746520883,1.281099365,AFRE,0.022409898
33,MUS,Mauritius,Africa,SADC,1297000,0,0,0,0.742146196,0.632520561,0.827799266,0,0.728,1297000,0.997794969,0.996007964,0.99886469,0.001493561,0.0003772,0.004230129,0,0,0,0,584.6666667,0.379489713,234.0454485,132.8449541,24.96490768,33,MUS,0,0,1,0,0,0,NA,NA,14,4,5,NA,NA,NA,4,10,80,NA,0.000402914,1.5,4.03E-08,4.03E-08,4.03E-06,20,0,700,3.90E-05,16,MUS,7593.258,0.53864912,16.74650788,12.28471562,AFRD,0.026091505
36,NAM,Namibia,Africa,SADC,2213000,0,0,0,0.742146196,0.632520561,0.827799266,0,0.625,2213000,0.991379738,0.98709072,0.994546752,0.001493561,0.0003772,0.004230129,5241.773265,0.002368628,0.000497648,0.019485211,584.6666667,0.379489713,234.0454485,132.8449541,24.96490768,36,NAM,1,0,1,0,0,0,NA,NA,14,4,5,NA,NA,NA,4,10,80,NA,0.000402914,1.47,4.03E-08,4.03E-08,4.03E-06,20,0.001187764,540,0.000293719,16,NAM,5651.729,0.812903784,4.680269092,3.43304785,AFRE,0.044994841
42,SYC,Seychelles,Africa,SADC,86264,0,0,0,0.742146196,0.632520561,0.827799266,0,0.773,86263.79356,0.998786791,0.99754695,0.999437454,0.001493561,0.0003772,0.004230129,0,0,0,0,584.6666667,0.379489713,234.0454485,132.8449541,24.96490768,42,SYC,0,0,1,0,0,0,NA,NA,14,4,5,NA,NA,NA,4,10,80,NA,0.000402914,1.5,4.03E-08,4.03E-08,4.03E-06,20,0,700,3.90E-05,16,SYC,10681.88,0.455944498,18.65677646,13.68602905,AFRD,0.020456621
47,SWZ,Swaziland,Africa,SADC,1200000,0,0,0,0.742146196,0.632520561,0.827799266,0,0.522,1200000,0.966919082,0.949911067,0.978241771,0.001493561,0.0003772,0.004230129,1038.673901,0.000865562,0.000181854,0.007120431,584.6666667,0.379489713,234.0454485,132.8449541,24.96490768,47,SWZ,1,0,1,0,0,0,NA,NA,14,4,5,NA,NA,NA,4,10,80,NA,0.000402914,1.5,4.03E-08,4.03E-08,4.03E-06,20,0.000434041,700,3.92E-05,16,SWZ,3061.112,0.585661368,3.908244578,2.866756245,AFRE,0.035198494
51,TZA,United Republic of Tanzania,Africa,SADC,45039000,0,0,0,0.742146196,0.632520561,0.827799266,0,0.466,45039000,0.932792602,0.891809115,0.957925615,0.000815,0.0003772,0.004230129,33552.07122,0.000744956,0.000156515,0.006128284,584.6666667,0.379489713,234.0454485,132.8449541,24.96490768,51,TZA,1,0,1,0,0,0,NA,NA,14,3.5,5,NA,3.5,NA,3.5,10,80,NA,0.000402914,1.73,4.03E-08,4.03E-08,4.03E-06,20,0.000373563,700,1.78E-06,16,TZA,548.282,0.387907199,2.873020218,2.107403589,AFRE,0.024454353
94,KHM,Cambodia,Asia,Asia_2,15055000,0,0,0,0.742146196,0.632520561,0.827799266,0,0.523,15055000,0.967341848,0.950532195,0.97845065,0.0065,0.001325,0.0118826,5517.30098,0.000366476,7.74E-05,0.002999978,763.2666667,0.379489713,234.0454485,46.67591357,11.39991859,94,KHM,1,0,1,0,0,0,NA,NA,14,5,5,NA,NA,NA,5,10,100,NA,0.004516129,1.2,7.97E-06,7.97E-06,7.97E-05,5,0.000177465,500,1.19E-07,16,KHM,813.798,0.385292564,1.93223493,1.416920673,WPRB,0.013768951
96,PRK,Democratic People's Republic of Korea,Asia,Asia_2,23990000,0,0,0,0.742146196,0.632520561,0.827799266,0,0.766,23990000,0.998668581,0.997360786,0.999371944,0.00587265,0.001325,0.0118826,1745.570876,7.28E-05,1.54E-05,0.000595634,763.2666667,0.379489713,234.0454485,46.57831848,15.26131162,96,PRK,1,0,1,0,0,0,NA,NA,14,5,5,NA,NA,NA,5,10,100,NA,0.007970942,1.2,7.97E-06,7.97E-06,7.97E-05,5,2.49E-05,500,1.19E-07,16,KHM,813.798,0.385292564,2.450460705,1.796416876,SEARD,0.019264628
112,MMR,Myanmar,Asia,Asia_2,50494000,0,0,0,0.742146196,0.632520561,0.827799266,0,0.483,50494000,0.945653037,0.912808837,0.965316436,0.0118826,0.001325,0.0118826,21365.88721,0.000423137,8.94E-05,0.003463804,763.2666667,0.379489713,234.0454485,55.0245372,15.85482658,112,MMR,1,0.75,0.25,0,0,0.03,1,0,14,5,5,14,NA,NA,11.75,10,100,10.5,0.000754014,1.2,7.97E-06,7.97E-06,7.97E-05,5,0.000204903,500,1.19E-07,16,MMR,701.993,0.561675731,2.254582621,1.652819921,SEARD,0.036611051
20,GAB,Gabon,Africa,Congo,1501000,0,0,0,0.742146196,0.632520561,0.827799266,0,0.674,1501000,0.995488689,0.992619432,0.997352837,0.001333152,0.001284031,0.00195446,124.007185,8.26E-05,1.76E-05,0.000670108,763.2666667,0.379489713,234.0454485,69.22610823,20.47795568,20,GAB,1,0,1,0,0,0.136363636,NA,NA,14,5,5,NA,NA,NA,5,20,100,NA,0.000806129,1.26,0,0,3.77E-06,5,4.07E-05,500,6.66E-06,16,GAB,8724.231,0.58081786,31.62901116,23.20205564,AFRD,0.023116666
3,BEN,Benin,Africa,Francophone,9213000,0,0,0,0.742146196,0.632520561,0.827799266,0,0.427,9213000,0.892037898,0.817063447,0.935416229,0.001284031,0.001284031,0.00195446,3496.274782,0.000379494,8.10E-05,0.003076082,500,0.379489713,234.0454485,72.16175799,24.41604662,3,BEN,1,0,1,0,0,0,NA,NA,14,5,5,NA,NA,NA,5,20,100,NA,0.000442657,1.5,0,0,4.43E-06,20,0.000191002,500,1.45E-06,16,BEN,689.461,0.475166576,4.228491012,3.101889061,AFRD,0.021049113
5,BFA,Burkina Faso,Africa,Francophone,16284000,0,0,0,0.742146196,0.632520561,0.827799266,0,0.331,16284000,0.697410958,0.497854643,0.837999016,0.001284031,0.001284031,0.00195446,18405.68647,0.001130293,0.000241139,0.009161874,500,0.379489713,234.0454485,72.16175799,24.41604662,5,BFA,1,0,1,0,0,0,NA,NA,14,5,5,NA,NA,NA,5,20,100,NA,0.000442657,1.5,0,0,4.43E-06,20,0.000568884,500,1.45E-06,16,BFA,597.534,0.439231789,2.501539073,1.835051006,AFRD,0.019121406
7,CMR,Cameroon,Africa,Francophone,19958000,0,0,0,0.742146196,0.632520561,0.827799266,0,0.482,19958000,0.944965478,0.911683076,0.964921797,0.001284031,0.001284031,0.00195446,11535.52376,0.00057799,0.00012331,0.004685044,500,0.379489713,234.0454485,72.16175799,24.41604662,7,CMR,1,0,1,0,0,0,NA,NA,14,4,5,NA,4,NA,4,20,100,NA,0.000442657,1.23,0,0,4.43E-06,20,0.000290906,500,1.50E-07,16,CMR,1100.603,0.507101755,5.119340032,3.755388104,AFRD,0.023685994
8,CPV,Cape Verde,Africa,Francophone,513000,0,0,0,0.742146196,0.632520561,0.827799266,0,0.568,513000,0.981781375,0.973049134,0.987696151,0.001284031,0.001284031,0.00195446,0,0,0,0,500,0.379489713,234.0454485,72.16175799,24.41604662,8,CPV,0,0,1,0,0,0,NA,NA,14,5,5,NA,NA,NA,5,20,100,NA,0.000442657,1.5,0,0,4.43E-06,20,0,500,1.45E-06,16,CPV,3156.627,0.865558756,4.150150803,3.044421128,AFRD,0.04022842
10,TCD,Chad,Africa,Francophone,11505000,0,0,0,0.742146196,0.632520561,0.827799266,0,0.328,11505000,0.688925665,0.485301998,0.833834724,0.000129,0.0001161,0.00195446,13056.80887,0.001134881,0.000242118,0.009199067,500,0.379489713,234.0454485,72.16175799,24.41604662,10,TCD,1,0,1,0,0,0,NA,NA,14,5,5,NA,NA,NA,5,20,100,NA,0.009164791,1.69,0,0,0,20,0.000263054,500,3.22E-06,16,TCD,767.733,0.452120671,4.01126808,2.942541096,AFRD,0.020212428
13,CIV,C_te d'Ivoire,Africa,Francophone,21570000,0,0,0,0.742146196,0.632520561,0.827799266,0,0.4,21570000,0.852286518,0.746055787,0.914535349,0.001284031,0.001284031,0.00195446,2634.78716,0.000122151,2.61E-05,0.000990122,500,0.379489713,234.0454485,72.16175799,24.41604662,13,CIV,1,0,1,0,0,0,NA,NA,14,3.5,5,NA,3.5,NA,4,20,100,NA,0.000442657,1.5,0,0,4.43E-06,20,6.15E-05,500,6.03E-07,16,CIV,1036.164,0.616490168,4.36157317,3.199279593,AFRE,0.036351187
21,GMB,Gambia,Africa,Francophone,1750000,0,0,0,0.742146196,0.632520561,0.827799266,0,0.42,1750000,0.882739639,0.800859719,0.930512347,0.001284031,0.001284031,0.00195446,794.8481413,0.000454199,9.69E-05,0.003681624,500,0.379489713,234.0454485,72.16175799,24.41604662,21,GMB,1,0,1,0,0,0,NA,NA,14,5,5,NA,NA,NA,5,20,100,NA,0.000442657,1.5,0,0,4.43E-06,20,0.000228601,500,5.71E-07,16,GMB,616.555,0.305492478,1.843340251,1.352216888,AFRD,0.013642342
22,GHA,Ghana,Africa,Francophone,24332000,0,0,0,0.742146196,0.632520561,0.827799266,0,0.541,24332000,0.974114456,0.960889428,0.982719129,0.001284031,0.001284031,0.00195446,3932.740396,0.000161628,3.45E-05,0.001310119,500,0.379489713,234.0454485,72.16175799,24.41604662,22,GHA,1,0,1,0,0,0,NA,NA,14,5,5,NA,NA,NA,5,20,100,NA,0.000134391,1.5,0,0,4.43E-06,20,8.63E-05,500,1.56E-06,16,GHA,1311.625,0.501566505,2.480800015,1.81983748,AFRD,0.019531378
24,GNB,Guinea-Bissau,Africa,Francophone,1643000,0,0,0,0.742146196,0.632520561,0.827799266,0,0.353,1643000,0.755392576,0.58247607,0.866283235,0.001284031,0.001284031,0.00195446,1090.890584,0.000663963,0.000141651,0.005381917,500,0.379489713,234.0454485,72.16175799,24.41604662,24,GNB,1,0,1,0,0,0,NA,NA,14,5,5,NA,NA,NA,5,20,100,NA,0.000442657,1.5,0,0,4.43E-06,20,0.000334177,500,1.22E-06,16,GNB,508.662,0.469070568,1.937426122,1.421235348,AFRD,0.020343302
27,LBR,Liberia,Africa,Francophone,4101000,0,0,0,0.742146196,0.632520561,0.827799266,0,0.329,4101000,0.691768606,0.489601527,0.835232575,0.001284031,0.001284031,0.00195446,174.1680255,4.25E-05,9.06E-06,0.000344248,500,0.379489713,234.0454485,72.16175799,24.41604662,27,LBR,1,0,1,0,0,0,NA,NA,14,5,5,NA,NA,NA,5,20,100,NA,0.000442657,1.5,0,0,4.43E-06,20,2.19E-05,500,1.45E-06,16,LBR,226.047,0.576140508,9.979426668,7.320596006,AFRD,0.032578796
31,MLI,Mali,Africa,Francophone,13324000,0,0,0,0.742146196,0.632520561,0.827799266,0,0.359,13324000,0.76983479,0.605914249,0.873814509,0.0005809,0.00052281,0.00195446,16876.21849,0.001266603,0.00027022,0.010266771,500,0.379489713,234.0454485,72.16175799,24.41604662,31,MLI,1,0,1,0,0,0,NA,NA,14,5,5,NA,NA,NA,5,20,100,NA,0.003821429,1.5,0,0,0,20,0.000293586,500,1.45E-06,16,MLI,691.637,0.55259388,3.321609473,2.436629062,AFRD,0.022579778
32,MRT,Mauritania,Africa,Francophone,3365000,0,0,0,0.742146196,0.632520561,0.827799266,0,0.453,3365000,0.921108849,0.871551707,0.951412061,0.001284031,0.001284031,0.00195446,6038.915627,0.001794626,0.000382869,0.014546793,500,0.379489713,234.0454485,72.16175799,24.41604662,32,MRT,1,0,1,0,0,0,NA,NA,14,5,5,NA,NA,NA,5,20,100,NA,0.000442657,1.5,0,0,4.43E-06,20,0.000903247,500,4.16E-06,16,MRT,1194.849,0.570866097,3.055530681,2.241441963,AFRD,0.019008601
37,NER,Niger,Africa,Francophone,15892000,0,0,0,0.742146196,0.632520561,0.827799266,0,0.295,15892000,0.588126512,0.353792453,0.778492357,0.001284031,0.001284031,0.00195446,18314.78999,0.001152453,0.000245867,0.009341503,500,0.379489713,234.0454485,72.16175799,24.41604662,37,NER,1,0,1,0,0,0,NA,NA,14,5,5,NA,NA,NA,5,20,100,NA,0.000442657,1.5,0,0,4.43E-06,20,0.000580037,500,6.29E-08,16,NER,381.157,0.504643188,2.29711638,1.685092897,AFRD,0.020718402
40,STP,Sao Tome and Principe,Africa,Francophone,164000,0,0,0,0.742146196,0.632520561,0.827799266,0,0.509,164000,0.960919529,0.939782224,0.9741313,0.001284031,0.001284031,0.00195446,0,0,0,0,500,0.379489713,234.0454485,72.16175799,24.41604662,40,STP,0,0,1,0,0,0,NA,NA,14,5,5,NA,NA,NA,5,20,100,NA,0.000442657,1.5,0,0,4.43E-06,20,0,500,1.45E-06,16,STP,1183.282,0.629193134,3.412490442,2.503296505,AFRD,0.029180501
41,SEN,Senegal,Africa,Francophone,12860000,0,0,0,0.742146196,0.632520561,0.827799266,0,0.459,12860000,0.926715991,0.881938297,0.954562661,0.001284031,0.001284031,0.00195446,7262.653163,0.000564748,0.000120484,0.004577704,500,0.379489713,234.0454485,72.16175799,24.41604662,41,SEN,1,0,1,0,0,0,NA,NA,14,5,5,NA,NA,NA,5,20,100,NA,0.000442657,1.5,0,0,4.43E-06,20,0.000284241,500,7.78E-08,16,SEN,980.929,0.539202472,4.141235535,3.037881166,AFRD,0.023185612
43,SLE,Sierra Leone,Africa,Francophone,5835000,0,0,0,0.742146196,0.632520561,0.827799266,0,0.336,5835000,0.711256745,0.518393139,0.844749316,0.001284031,0.001284031,0.00195446,795.0779326,0.00013626,2.91E-05,0.001104491,500,0.379489713,234.0454485,72.16175799,24.41604662,43,SLE,1,0,1,0,0,0,NA,NA,14,5,5,NA,NA,NA,5,20,100,NA,0.000442657,1.5,0,0,4.43E-06,20,6.86E-05,500,1.45E-06,16,SLE,325.761,0.403602628,1.547105374,1.134908226,AFRD,0.019471282
89,AFG,Afghanistan,Asia,Eurasia,29116000,0,0,0,0.742146196,0.632520561,0.827799266,0,0.398,29116000,0.848906445,0.739599704,0.912930595,0.002901268,0.0010548,0.0066513,9926.965292,0.000340945,7.35E-05,0.00273647,763.2666667,0.379489713,234.0454485,27.32788137,2.581397556,89,AFG,1,0,1,0,0,0,NA,NA,14,5,5,NA,NA,NA,5,10,50,NA,6.87E-05,0.7,5.74E-05,5.74E-05,5.74E-05,5,0.000185382,700,1.77E-05,16,AFG,517.184,0.570447857,5.59607101,4.105966767,EMRD,0.019205806
107,LAO,Lao People's Democratic Republic,Asia,Asia_2,6436000,0,0,0,0.742146196,0.632520561,0.827799266,0,0.524,6436000,0.967759392,0.951227858,0.978699991,0.001325,0.001325,0.0118826,2121.061785,0.000329562,7.25E-05,0.002594525,763.2666667,0.379489713,234.0454485,47.76855429,19.0805477,107,LAO,1,0,1,0,0,0,NA,NA,14,5,5,NA,NA,NA,5,10,100,NA,0.004179615,1.335,7.97E-06,7.97E-06,7.97E-05,5,0.00016605,500,1.19E-07,16,LAO,984.153,0.404061418,2.724599349,1.99796675,WPRB,0.013404697
91,BGD,Bangladesh,Asia,Asia_3,164423000,0,0,0,0.742146196,0.632520561,0.827799266,0,0.5,164423000,0.956168208,0.931589946,0.971401263,0.001013179,0.000455,0.00483,35712.15607,0.000217197,5.80E-05,0.001418538,685,0.379489713,113.6913472,43.05208385,14.24244036,91,BGD,1,0.862,0.138,0,0,0.01,1,0,14,5,5,14,NA,NA,14,10,80,12.068,0.001359473,1.1,1.36E-06,1.36E-06,0.000172074,5,0.000146993,500,7.45E-06,16,BGD,637.908,0.405705113,1.947774047,1.427900542,SEARD,0.023384235
115,PAK,Pakistan,Asia,Asia_3,184753000,0,0,0,0.742146196,0.632520561,0.827799266,0,0.504,184753000,0.958344403,0.935562609,0.972672862,0.000455,0.000455,0.00483,45845.07095,0.000248142,6.62E-05,0.001620648,685,0.379489713,113.6913472,42.68998626,12.02761225,115,PAK,1,0.75,0.25,0,0,0,1,0,14,5,5,14,NA,NA,11.75,10,80,10.5,0.001359473,1.1,1.36E-06,1.36E-06,1.36E-05,5,0.000167936,500,7.45E-06,16,PAK,1049.749,0.37613818,2.77273201,2.034417624,EMRD,0.01200707
